school,sex,age,studytime,failures,absences,G1,G2,G3,Medu,Fedu,traveltime,famsup,schoolsup,internet,freetime,goout,health,subject,performance_category
MS,M,15,1,0,2,10,11,11,1,3,3,yes,no,yes,2,4,3,Portuguese,Medium
MS,F,15,3,0,0,12,13,14,2,2,2,yes,no,no,3,2,4,Portuguese,Medium
MS,F,16,1,0,2,10,8,8,2,1,1,yes,no,yes,4,3,5,Portuguese,Low
MS,M,15,1,0,11,12,10,11,3,3,2,yes,no,yes,3,3,3,Portuguese,Medium
MS,F,16,2,3,0,7,7,8,1,1,2,yes,yes,no,4,3,1,Portuguese,Low
MS,F,17,1,0,4,9,9,10,2,2,1,yes,no,no,5,3,5,Portuguese,Medium
MS,F,19,1,1,0,9,9,10,2,3,1,no,no,yes,4,4,2,Portuguese,Medium
MS,F,17,1,0,2,9,10,11,2,1,3,yes,no,no,5,3,3,Portuguese,Medium
MS,F,15,1,0,0,9,10,9,1,1,2,yes,no,no,2,1,4,Portuguese,Low
MS,F,16,2,0,1,9,10,11,2,2,3,yes,no,yes,4,5,1,Portuguese,Medium
MS,F,16,1,0,6,7,7,8,2,2,1,yes,no,no,3,4,1,Portuguese,Low
MS,F,17,2,0,0,11,10,11,2,2,2,yes,no,yes,3,5,4,Portuguese,Medium
MS,F,16,1,1,1,9,10,10,2,2,1,yes,no,yes,4,3,3,Portuguese,Medium
MS,F,18,3,2,6,7,9,10,3,2,2,yes,no,no,3,2,2,Portuguese,Medium
MS,F,19,3,1,6,7,9,9,1,1,1,no,no,no,3,1,3,Portuguese,Low
MS,M,18,1,1,0,8,9,10,1,1,2,no,no,yes,4,3,4,Portuguese,Medium
MS,F,18,1,1,4,9,11,10,1,1,2,no,no,yes,2,3,2,Portuguese,Medium
MS,F,19,2,1,12,7,8,9,1,1,2,yes,no,yes,1,4,1,Portuguese,Low
MS,F,16,2,0,2,8,10,10,2,2,1,no,no,no,3,2,3,Portuguese,Medium
MS,F,17,1,0,5,9,9,10,0,1,2,no,no,no,4,4,5,Portuguese,Medium
MS,F,16,2,0,0,8,9,9,1,2,1,no,no,yes,4,5,3,Portuguese,Low
MS,F,16,1,0,0,14,13,13,3,3,1,no,no,yes,5,4,4,Portuguese,Medium
MS,F,16,1,0,2,14,14,14,1,1,1,yes,no,yes,4,4,4,Portuguese,Medium
MS,M,17,4,1,0,10,11,10,3,3,2,yes,no,no,4,5,5,Portuguese,Medium
MS,F,16,2,0,0,14,13,14,2,1,1,yes,no,yes,3,3,1,Portuguese,Medium
MS,F,16,1,0,0,17,16,16,2,2,1,yes,no,no,2,5,5,Portuguese,High
MS,M,17,1,1,12,6,7,7,1,2,1,yes,no,yes,3,5,1,Portuguese,Low
MS,M,16,1,0,8,14,12,13,4,3,1,no,no,yes,2,5,5,Portuguese,Medium
MS,M,17,4,1,2,10,8,9,2,2,3,yes,no,no,3,5,3,Portuguese,Low
MS,F,16,4,0,0,14,14,14,1,1,1,yes,yes,yes,2,1,5,Portuguese,Medium
MS,F,19,3,0,0,12,13,13,2,2,1,no,no,yes,4,5,1,Portuguese,Medium
MS,F,17,1,0,0,11,11,11,1,1,2,yes,no,yes,4,5,5,Portuguese,Medium
MS,F,20,2,1,8,11,9,10,3,3,2,no,no,yes,3,4,3,Portuguese,Medium
MS,F,17,3,0,0,11,11,10,1,1,1,yes,no,no,3,3,3,Portuguese,Medium
MS,M,17,1,1,0,10,9,9,2,2,3,yes,no,yes,4,5,5,Portuguese,Low
MS,F,16,2,0,0,16,17,18,1,1,3,yes,no,no,3,2,1,Portuguese,High
MS,F,17,2,0,0,15,17,17,2,2,2,yes,no,no,3,2,1,Portuguese,High
MS,F,17,2,0,1,11,9,10,1,0,2,no,no,yes,4,5,4,Portuguese,Medium
MS,F,18,2,1,9,7,7,7,1,1,1,yes,no,yes,3,2,5,Portuguese,Low
MS,F,16,1,0,0,8,6,8,3,1,1,no,no,yes,1,3,1,Portuguese,Low
MS,F,16,1,0,2,7,6,7,3,2,1,no,no,yes,1,3,3,Portuguese,Low
MS,F,18,2,0,8,9,8,10,1,1,2,no,yes,no,3,5,3,Portuguese,Medium
MS,F,16,2,0,0,14,16,16,4,4,1,no,no,yes,3,3,2,Portuguese,High
MS,F,16,1,0,0,14,14,15,1,2,2,no,no,yes,4,5,2,Portuguese,High
MS,F,18,2,1,8,8,5,8,2,4,1,yes,no,yes,3,2,1,Portuguese,Low
MS,M,16,2,0,0,8,7,0,2,1,2,no,no,yes,2,1,2,Portuguese,Low
MS,F,16,2,0,6,6,8,8,1,1,3,yes,no,yes,3,2,5,Portuguese,Low
MS,F,16,2,0,0,8,10,10,2,3,2,yes,no,yes,3,3,2,Portuguese,Medium
MS,F,16,2,0,4,8,8,8,4,4,1,yes,no,yes,3,4,3,Portuguese,Low
MS,M,18,4,0,2,5,6,6,4,4,1,yes,no,yes,5,5,5,Portuguese,Low
MS,F,16,2,0,2,7,9,8,3,4,3,yes,no,no,2,1,2,Portuguese,Low
MS,M,17,3,0,0,15,14,16,4,4,1,yes,no,yes,4,3,5,Portuguese,High
MS,F,17,1,0,1,13,14,14,4,1,1,no,no,yes,2,3,5,Portuguese,Medium
MS,M,16,3,0,0,10,9,10,2,2,4,no,no,no,1,3,3,Portuguese,Medium
MS,F,17,1,0,5,9,9,9,2,2,1,yes,no,yes,1,3,5,Portuguese,Low
MS,F,16,1,0,1,11,11,11,4,4,2,yes,no,no,1,3,5,Portuguese,Medium
MS,M,17,1,0,8,7,10,9,3,3,1,yes,no,yes,1,4,3,Portuguese,Low
MS,M,17,2,0,0,10,10,10,1,1,3,no,no,yes,1,3,1,Portuguese,Medium
MS,M,16,2,0,2,9,7,8,2,1,2,no,no,yes,2,2,5,Portuguese,Low
MS,F,16,2,0,0,14,15,16,2,1,1,no,no,yes,2,2,3,Portuguese,High
MS,M,16,1,0,0,11,12,12,4,4,1,yes,no,yes,1,2,5,Portuguese,Medium
MS,M,15,2,0,11,9,11,10,1,2,3,yes,no,no,5,5,5,Portuguese,Medium
MS,M,15,4,0,8,13,14,14,2,2,3,yes,no,no,4,5,5,Portuguese,Medium
MS,M,15,1,0,11,12,13,12,2,1,1,no,no,yes,3,3,5,Portuguese,Medium
MS,F,16,3,0,2,11,11,11,2,2,1,yes,no,no,3,3,5,Portuguese,Medium
MS,F,16,2,0,8,9,10,10,4,1,2,yes,no,yes,2,4,1,Portuguese,Medium
MS,F,17,1,0,5,9,11,11,3,2,2,no,no,no,3,3,1,Portuguese,Medium
MS,F,17,2,0,0,11,9,11,2,2,2,no,yes,no,1,3,5,Portuguese,Medium
MS,F,16,3,0,1,10,11,12,4,4,2,yes,no,yes,3,5,5,Portuguese,Medium
MS,M,17,1,3,2,9,9,8,4,4,3,no,no,yes,3,3,5,Portuguese,Low
MS,M,17,1,0,2,12,11,12,1,3,2,no,no,no,1,2,5,Portuguese,Medium
MS,M,17,2,1,8,8,9,8,3,4,1,yes,no,yes,4,4,5,Portuguese,Low
MS,F,17,2,0,0,13,15,16,4,4,1,yes,no,yes,2,5,5,Portuguese,High
MS,M,16,1,0,0,10,11,11,4,1,1,no,no,yes,1,2,2,Portuguese,Medium
MS,F,17,2,0,2,11,10,11,1,1,1,no,no,yes,5,5,3,Portuguese,Medium
MS,F,17,2,0,0,17,18,18,4,2,2,yes,yes,yes,3,3,5,Portuguese,High
MS,M,16,2,0,0,12,13,13,2,2,2,yes,no,yes,1,2,5,Portuguese,Medium
MS,M,17,2,0,0,13,14,13,3,2,2,yes,no,yes,1,2,1,Portuguese,Medium
MS,M,19,2,2,2,9,9,10,1,1,1,yes,no,yes,4,3,4,Portuguese,Medium
MS,M,17,1,0,4,11,11,12,1,0,1,no,no,no,1,2,5,Portuguese,Medium
MS,F,17,1,0,3,10,11,10,1,1,2,yes,no,yes,5,5,4,Portuguese,Medium
MS,F,16,3,0,5,13,14,13,1,2,1,yes,yes,yes,3,4,3,Portuguese,Medium
MS,M,16,1,0,4,9,10,11,1,2,1,no,no,no,4,4,5,Portuguese,Medium
MS,F,17,2,3,2,7,9,10,3,1,2,yes,no,yes,4,4,5,Portuguese,Medium
MS,M,17,1,0,0,8,13,10,2,2,2,no,no,no,5,5,5,Portuguese,Medium
MS,M,18,1,1,0,12,12,13,1,0,3,yes,yes,no,3,2,4,Portuguese,Medium
MS,M,17,1,0,0,10,9,10,1,1,2,yes,no,yes,5,5,2,Portuguese,Medium
MS,M,18,2,0,6,10,9,10,1,1,2,yes,no,no,3,3,5,Portuguese,Medium
MS,F,16,2,0,0,11,13,12,2,2,1,no,no,no,4,3,1,Portuguese,Medium
MS,M,17,1,1,0,7,0,0,2,2,1,no,no,no,2,1,5,Portuguese,Low
MS,M,16,1,0,2,11,9,10,3,2,2,no,no,yes,5,5,5,Portuguese,Medium
MS,M,16,1,0,0,10,10,9,1,1,2,no,no,yes,5,5,5,Portuguese,Low
MS,M,18,1,1,2,9,7,9,1,1,2,yes,no,yes,3,3,5,Portuguese,Low
MS,M,18,1,1,0,4,0,0,3,2,1,no,no,yes,3,1,5,Portuguese,Low
MS,M,19,1,3,4,6,11,9,3,2,2,no,no,no,2,1,3,Portuguese,Low
MS,M,18,2,2,9,4,8,8,3,3,1,yes,no,yes,4,5,3,Portuguese,Low
MS,M,16,1,0,6,7,8,8,2,2,2,yes,no,yes,4,3,4,Portuguese,Low
MS,M,19,1,3,4,8,9,9,2,1,2,no,no,yes,4,3,5,Portuguese,Low
MS,F,16,2,2,8,5,5,7,3,2,2,yes,no,no,5,5,1,Portuguese,Low
MS,F,17,1,0,9,7,9,10,1,1,1,yes,no,no,3,2,5,Portuguese,Medium
MS,M,20,1,1,12,8,11,10,1,1,2,yes,no,yes,4,3,4,Portuguese,Medium
MS,F,18,1,0,8,10,11,10,4,3,1,yes,no,yes,4,4,2,Portuguese,Medium
MS,M,18,1,0,8,9,10,11,3,2,2,yes,no,yes,5,5,5,Portuguese,Medium
MS,M,19,2,1,8,10,9,11,1,1,3,no,no,yes,4,4,2,Portuguese,Medium
MS,M,17,2,1,4,8,9,10,3,3,2,yes,no,yes,5,4,3,Portuguese,Medium
MS,M,18,1,0,0,9,10,9,1,3,1,no,no,yes,3,3,3,Portuguese,Low
MS,M,19,1,1,4,8,9,10,1,1,3,yes,no,yes,4,4,5,Portuguese,Medium
MS,F,18,2,2,2,6,8,8,1,2,2,yes,no,no,3,3,5,Portuguese,Low
MS,F,19,1,0,0,6,8,7,1,1,1,yes,no,no,4,4,5,Portuguese,Low
MS,F,18,1,1,0,8,6,0,2,2,2,no,no,yes,5,5,3,Portuguese,Low
MS,F,17,1,0,0,10,11,11,0,0,2,yes,no,yes,4,3,5,Portuguese,Medium
MS,F,17,3,0,5,8,7,8,3,1,2,yes,no,no,2,3,3,Portuguese,Low
MS,F,17,2,0,0,8,8,0,4,2,1,yes,yes,yes,5,5,5,Portuguese,Low
MS,F,18,2,1,3,7,6,8,2,2,1,yes,no,yes,3,3,4,Portuguese,Low
MS,F,17,1,0,0,8,10,9,4,1,1,yes,no,no,2,2,5,Portuguese,Low
MS,F,17,1,0,0,7,10,10,1,2,1,no,no,yes,5,1,3,Portuguese,Medium
MS,F,18,2,2,3,7,8,7,1,1,3,no,no,no,4,4,5,Portuguese,Low
MS,F,18,2,0,2,12,13,14,2,2,2,no,no,yes,3,5,1,Portuguese,Medium
MS,F,17,1,0,0,11,12,13,3,3,2,yes,no,yes,4,3,4,Portuguese,Medium
MS,F,18,2,0,0,12,13,14,1,2,2,no,no,yes,4,3,4,Portuguese,Medium
MS,F,18,2,0,0,18,18,18,4,4,2,no,no,yes,3,5,1,Portuguese,High
MS,M,18,1,0,3,17,17,17,4,4,1,yes,no,yes,4,5,5,Portuguese,High
MS,F,17,2,0,0,17,18,18,4,2,2,yes,no,yes,3,3,4,Portuguese,High
MS,F,18,2,1,0,9,0,0,2,2,3,no,no,no,3,3,4,Portuguese,Low
MS,M,18,1,0,8,10,11,11,1,2,2,yes,no,no,1,4,1,Portuguese,Medium
MS,M,18,1,0,5,12,13,14,4,4,3,yes,no,yes,5,5,1,Portuguese,Medium
MS,M,17,1,0,4,12,13,14,1,1,3,no,no,no,2,3,4,Portuguese,Medium
MS,F,18,2,0,4,8,8,10,2,2,2,yes,no,yes,3,1,2,Portuguese,Medium
MS,F,18,3,0,0,11,12,13,2,2,2,no,no,yes,4,5,3,Portuguese,Medium
MS,F,18,2,0,0,5,0,0,4,2,1,no,no,yes,3,1,5,Portuguese,Low
MS,F,18,2,1,2,9,10,10,1,1,3,no,no,no,4,2,2,Portuguese,Medium
MS,F,19,1,1,0,5,0,0,1,1,2,no,no,no,5,5,2,Portuguese,Low
MS,F,17,4,0,0,18,18,18,4,2,2,no,no,yes,2,3,5,Portuguese,High
MS,F,17,2,0,5,11,11,12,2,1,2,no,no,yes,3,3,2,Portuguese,Medium
MS,F,18,2,0,2,8,10,11,1,1,1,no,no,no,2,3,3,Portuguese,Medium
MS,F,18,2,0,0,11,11,12,1,2,2,yes,no,no,1,1,4,Portuguese,Medium
MS,F,19,2,3,0,8,0,0,1,1,2,yes,no,no,5,4,1,Portuguese,Low
MS,F,18,3,0,5,14,14,15,2,2,2,no,no,yes,2,1,4,Portuguese,High
MS,M,17,2,1,4,10,11,11,4,3,2,yes,no,yes,5,5,2,Portuguese,Medium
MS,F,18,2,0,0,10,10,10,3,3,1,yes,no,no,3,4,5,Portuguese,Medium
MS,F,17,2,0,2,12,12,12,4,4,2,yes,no,yes,3,3,5,Portuguese,Medium
MS,F,17,2,0,0,15,14,15,3,2,2,no,no,no,2,3,5,Portuguese,High
MS,M,18,1,0,2,14,13,14,1,1,2,no,no,yes,3,2,3,Portuguese,Medium
MS,F,18,3,0,0,19,17,18,1,1,2,no,no,yes,3,2,4,Portuguese,High
MS,F,18,2,0,0,16,15,15,1,2,3,no,no,no,3,4,5,Portuguese,High
MS,F,18,2,0,6,13,12,13,3,3,2,yes,no,yes,3,2,3,Portuguese,Medium
MS,F,17,2,0,4,15,14,15,4,4,1,yes,no,yes,3,4,1,Portuguese,High
MS,F,17,2,0,0,13,13,13,1,2,2,no,no,no,2,2,3,Portuguese,Medium
MS,M,18,2,0,0,8,10,9,1,3,2,yes,no,no,3,4,3,Portuguese,Low
MS,M,18,3,0,0,15,16,16,4,4,2,no,no,yes,2,2,5,Portuguese,High
MS,F,17,1,1,0,8,8,9,1,1,3,yes,no,yes,2,1,1,Portuguese,Low
MS,F,18,1,0,0,10,10,10,2,3,2,yes,no,yes,2,3,4,Portuguese,Medium
MS,F,18,2,0,0,7,5,0,4,4,3,yes,no,yes,2,2,5,Portuguese,Low
MS,M,18,1,0,3,9,10,10,1,2,3,yes,no,yes,3,3,3,Portuguese,Medium
MS,F,17,3,0,8,10,11,12,2,2,1,no,no,no,4,3,3,Portuguese,Medium
MS,F,17,1,0,4,7,8,9,1,2,1,no,no,yes,5,5,1,Portuguese,Low
MS,F,18,3,0,0,15,17,17,4,4,2,no,no,yes,4,4,1,Portuguese,High
MS,F,18,3,0,4,10,11,12,1,1,4,no,no,yes,3,2,4,Portuguese,Medium
MS,F,19,2,1,4,7,8,9,1,1,2,yes,no,yes,3,3,3,Portuguese,Low
MS,F,18,2,0,1,13,14,14,4,4,1,no,no,yes,4,3,2,Portuguese,Medium
MS,F,18,2,0,1,16,16,16,3,3,1,no,no,yes,1,3,1,Portuguese,High
MS,F,17,2,0,10,8,9,9,3,1,1,yes,no,yes,5,4,1,Portuguese,Low
MS,M,18,2,0,4,17,18,19,4,4,1,no,no,yes,2,4,2,Portuguese,High
MS,M,18,1,0,0,7,7,0,2,1,2,no,no,yes,4,3,5,Portuguese,Low
MS,M,17,2,0,4,14,15,16,2,3,2,no,no,yes,4,3,3,Portuguese,High
MS,M,19,1,1,0,5,8,0,1,1,2,no,no,no,3,2,5,Portuguese,Low
MS,M,18,1,1,0,7,7,0,4,2,2,no,no,no,4,3,3,Portuguese,Low
MS,F,18,3,0,0,14,17,15,2,2,2,no,no,no,3,3,4,Portuguese,High
MS,F,17,2,0,0,6,9,11,4,3,2,no,no,yes,5,4,1,Portuguese,Medium
MS,F,18,1,0,4,7,9,10,4,4,3,yes,no,yes,4,3,5,Portuguese,Medium
MS,F,19,3,1,4,10,11,10,2,3,1,no,no,yes,4,2,5,Portuguese,Medium
MS,F,18,2,0,4,15,15,16,3,1,1,yes,no,yes,3,4,1,Portuguese,High
MS,F,18,2,0,6,11,12,9,1,1,2,no,no,no,1,1,5,Portuguese,Low
MS,M,17,1,0,6,10,10,10,3,1,2,no,no,yes,4,5,2,Portuguese,Medium
MS,M,18,1,0,4,10,11,11,3,2,3,no,no,yes,4,1,5,Portuguese,Medium
